17219;SALBULIN AUTOHALER;3 M;175;59;1;10;59.06;
13052;SALBULIN AUTOHALER;3 M;175;59;3;10;117.11;
16756;TETRALGIN HALER;CRAVERI;56;58;1;1;17.55;
17700;OSTEOCITON;MERCK QUÍMICA;68;58;1;1;79.03;
16196;NOLEN;CRAVERI;27;58;1;2;21.89;
16503;ALLERGODIL;PHARMADORF;52;58;1;7;60.40;
11045;SALMOCALCIN NASAL;SANOFI-AVENTIS;68;58;1;7;72.70;
11046;SALMOCALCIN BASE NASAL;SANOFI-AVENTIS;68;58;1;7;102.90;
13843;SALMOCALCIN BASE NASAL;SANOFI-AVENTIS;68;58;1;7;174.93;
15032;OSMIL 100 NASAL;SERONO;68;58;1;7;153.82;
15033;OSMIL 50 NASAL;SERONO;68;58;1;7;97.43;
20207;NASONEX;SCHERING-PLOUGH;79;58;1;7;26.79;
11208;NEUMOTEX NASAL;PHOENIX;249;58;1;7;54.05;
11915;PULMOLISOFLAM NASAL;PFIZER;249;58;1;7;51.50;
12675;NEUMOTEX NASAL;PHOENIX;249;58;1;7;59.51;
14481;SPIROCORT NASAL TURBUHALER;ASTRAZENECA;249;58;1;7;78.32;
15185;PROPAVENT NASAL;GLAXOSMITHKLINE;249;58;1;7;35.32;
16105;EGOSONA NASAL;NYCOMED;249;58;1;7;12.00;
16414;RINOSOL;CASSARÁ;249;58;1;7;8.90;
18824;SPIROCORT NASAL AQUA;ASTRAZENECA;249;58;1;7;51.06;
19570;NEUMOTEX NASAL;PHOENIX;249;58;1;7;57.34;
1659;DEXA RHINOSPRAY;BOEHRINGER INGEL;258;58;1;7;8.40;
15852;DESMOPRESIN;FERRING;390;58;1;7;187.36;
15855;DESMOPRESIN;FERRING;390;58;1;7;317.63;
10970;CITONINA;PFIZER;554;58;1;7;287.46;
11015;CITONINA;PFIZER;554;58;1;7;98.84;
18948;CALCITONINA SANDOZ NASAL;NOVARTIS;554;58;1;7;493.56;
19773;CALCITONINA SANDOZ NASAL;NOVARTIS;554;58;1;7;310.44;
10931;ATROVENT NASAL;BOEHRINGER INGEL;583;58;1;7;9.65;
12652;DRISTAN NASAL;WYETH DIV.CHC;583;58;1;7;7.63;
17006;TABCIN NASAL;BAYER;583;58;1;7;6.39;
12619;SYNTOCINON SPRAY NASAL;NOVARTIS;695;58;1;7;82.84;
18222;NOLEN;CRAVERI;27;58;3;7;39.14;
13842;SALMOCALCIN NASAL;SANOFI-AVENTIS;68;58;3;7;220.50;
12467;BONAMIL;WYETH;346;57;1;1;10.04;
13480;PREGESTIMIL;BRISTOL;134;57;1;2;42.05;
13510;NAN H.A.;NESTLÉ;134;57;1;2;68.26;
18952;ENFAMIL A.R.;BRISTOL;354;57;1;2;32.21;
11058;NAN SIN LACTOSA;NESTLÉ;425;57;1;2;58.65;
16132;NUTRILON SOYA;NUTRICIA-BAGÓ;425;57;1;2;46.74;
19579;O-LAC;BRISTOL;425;57;1;2;30.21;
14917;ISOMIL;ABBOTT;553;57;3;2;32.20;
13298;HERO BABY LECHE Nº1;QUÍMICA ESTRELLA;553;56;1;1;9.90;
13299;HERO BABY LECHE Nº2;QUÍMICA ESTRELLA;553;56;1;1;9.90;
13585;S-26 BIBERON;WYETH;553;56;1;1;3.33;
11060;NIDINA INFANTIL 1;NESTLÉ;89;56;1;2;46.26;
12537;SANCOR BEBE 1;SANCOR;89;56;1;2;2.15;
16128;NUTRILON PREMIUM;NUTRICIA-BAGÓ;89;56;1;2;22.62;
1904;NAN 1;NESTLÉ;89;56;1;2;39.52;
14770;NAN 2;NESTLÉ;99;56;1;2;44.62;
16130;NUTRILON FOLLOW-ON;NUTRICIA-BAGÓ;99;56;1;2;13.26;
12468;S-26 PREMATUROS BIBERON;WYETH;115;56;1;2;3.93;
12863;PRE-APTAMIL CON MILUPAN;NUTRICIA-BAGÓ;115;56;1;2;17.39;
20523;ENFAMIL PREMATUROS;BRISTOL;115;56;1;2;36.19;
10118;SANCOR BEBE 2;SANCOR;447;56;1;2;17.58;
10316;SANCOR BEBE 2;SANCOR;447;56;1;2;1.75;
12864;APTAMIL CON MILUPAN;NUTRICIA-BAGÓ;527;56;1;2;13.23;
15134;SANCOR BEBE P;SANCOR;553;56;1;2;2.81;
15225;SIMILAC CON HIERRO;ABBOTT;553;56;1;2;11.58;
18951;ENFAMIL 1 CON HIERRO;BRISTOL;553;56;2;2;23.12;
16129;NUTRILON PREMIUM;NUTRICIA-BAGÓ;89;56;3;2;42.33;
1923;NAN 1;NESTLÉ;89;56;3;2;70.20;
16131;NUTRILON FOLLOW-ON;NUTRICIA-BAGÓ;99;56;3;2;24.11;
14175;PRE NAN NUEVA FORMULA;NESTLÉ;115;56;3;2;35.91;
12865;APTAMIL CON MILUPAN;NUTRICIA-BAGÓ;527;56;3;2;25.46;
15226;SIMILAC CON HIERRO;ABBOTT;553;56;3;2;23.90;
19920;ENFAMIL 1 CON HIERRO;BRISTOL;553;56;4;2;44.60;
15188;DENTIPUR TABLETAS;NAF;1;54;1;1;9.32;
10303;BRONQUIBIOTIC MUCOLITICO;GRAMÓN;4;54;1;1;12.60;
1045;TRIFACILINA;BAGÓ;4;54;1;1;3.86;
10486;AUGMENTIN;IVAX ARG.;4;54;1;1;17.13;
11161;AMINOXIDIN;FADA PHARMA;4;54;1;1;9.12;
11410;ATRIVAL;FADA PHARMA;4;54;1;1;11.03;
1264;HISTOPEN;LABORATORIOS BER;4;54;1;1;6.71;
12754;EFICALCINE;IVAX ARG.;4;54;1;1;15.44;
12890;ANUAR;PFIZER;4;54;1;1;24.61;
13015;ANUAR;PFIZER;4;54;1;1;6.15;
13456;AMPICILINA SINTESINA;SINTESINA;4;54;1;1;5.96;
13722;CEFADROXILO AUSTRAL;AUSTRAL;4;54;1;1;19.50;
13809;DREBIL;DROMICAP;4;54;1;1;8.86;
13825;AMOX-G;KLONAL;4;54;1;1;4.68;
13899;CEFOSPOREN;TRB-PHARMA;4;54;1;1;17.14;
13998;ESPARCIL;LAIF;4;54;1;1;5.75;
14000;ESPARCIL;LAIF;4;54;1;1;10.52;
14927;OFLOXACINA;POEN;4;54;1;1;16.67;
15050;CEFALEXINA ORIENTAL;ORIENTAL;4;54;1;1;10.25;
15441;SIROTABIOTIC;MAIGAL;4;54;1;1;5.60;
15443;SIROTABIOTIC;MAIGAL;4;54;1;1;6.64;
15927;QUINODIS;ROCHE;4;54;1;1;17.49;
16447;AMPICILINA ORIENTAL;ORIENTAL;4;54;1;1;5.44;
17799;CEFUROXIMA RICHET;RICHET;4;54;1;1;36.67;
19179;FINASEPT;FINADIET;4;54;1;1;38.90;
19944;AMOXI G.N.O.;ARION;4;54;1;1;5.00;
19947;AMPI G.N.O.;ARION;4;54;1;1;4.00;
19949;CEFALEXI G.N.O.;ARION;4;54;1;1;8.00;
12122;MAC MIROR;ELVETIUM ALET;10;54;1;1;19.07;
11530;RUBRACAL;CRAVERI;16;54;1;1;5.51;
11321;ASPIRINA DUNCAN;DUNCAN;21;54;1;1;0.43;
1307;ALGINODIA;ELVETIUM;21;54;1;1;3.37;
19478;ASPIRINETAS;BAYER;21;54;1;1;1.15;
19479;CAFIASPIRINA;BAYER;21;54;1;1;1.50;
19480;BAYASPIRINA;BAYER;21;54;1;1;1.45;
10671;FAGOLIP PLUS;CETUS;23;54;1;1;3.12;
12084;FACTOR AG MASTICABLE;CASASCO;24;54;1;1;9.48;
18070;SIMETICONA RAFFO;RAFFO;24;54;1;1;9.84;
15144;PEPSAMAR 3;SANOFI-AVENTIS;25;54;1;1;6.42;
15324;CARBOGASOL ANTIACIDO;MONTPELLIER;25;54;1;1;7.28;
19720;APRICAL RANITIDINA;ASOFARMA;25;54;1;1;2.66;
1004;NOVONASTIZOL;BAGÓ;27;54;1;1;8.00;
12757;INMUTIDE;IVAX ARG.;27;54;1;1;11.23;
13813;T.S.R.;DROMICAP;29;54;1;1;6.81;
17342;SINASMAL;QUESADA;31;54;1;1;9.80;
15202;EVELS;PLUMBLAND HOLDIN;32;54;1;1;26.34;
17234;HYDROCOTYLE COMPUESTO ECOPHARMA;ECOPHARMA;32;54;1;1;35.00;
13155;DELTATERIL;DELTA FARMA;37;54;1;1;13.32;
14804;CARBAMAZEPINA;KLONAL;37;54;1;1;19.10;
19207;LOPERAMIDA FINADIET;FINADIET;38;54;1;1;11.25;
1915;BILEREX;CASASCO;42;54;1;1;11.22;
1461;UROQUAD 300;ROCHE;46;54;1;1;10.96;
14443;ASPIRINA C ORIENTAL;ORIENTAL;47;54;1;1;3.00;
14457;RES GRIP;DEFUEN;47;54;1;1;6.09;
19080;SILBRON GRIP;CRAVERI;47;54;1;1;6.40;
15008;SYSTRASONE;CELTIA;52;54;1;1;33.34;
10429;ALGIOPRUX;FADA PHARMA;53;54;1;1;7.75;
19215;MICAR;FINADIET;53;54;1;1;2.40;
15401;MIGRATRIPTAN;CRAVERI;56;54;1;1;14.91;
14090;DOPARKINE PLUS;IVAX ARG.;59;54;1;1;23.69;
14096;ULCRUX;IVAX ARG.;66;54;1;1;25.62;
15186;ZANTAC EFERVESCENTE;GLAXOSMITHKLINE;66;54;1;1;16.28;
16403;RANITIDINA ORIENTAL;ORIENTAL;66;54;1;1;7.02;
11344;DEXAMETASONA DUNCAN;DUNCAN;79;54;1;1;2.91;
1531;DEXAMETASONA DRAWER;DRAWER;79;54;1;1;1.96;
14621;FARMIDIURIL;NEWARK;85;54;1;1;15.28;
16620;RIDERSWEET;RIDER;86;54;1;1;3.00;
17240;EDULCORANTE VEGETAL ECOPHARMA;ECOPHARMA;86;54;1;1;4.50;
14092;SUPRICOL;IVAX ARG.;101;54;1;1;27.72;
20215;LIPOBAY;BAYER;101;54;1;1;43.86;
12761;MINUSLIP;IVAX ARG.;102;54;1;1;16.49;
14095;NORPEMIAN;IVAX ARG.;102;54;1;1;20.53;
18064;CISAPRIDE RAFFO;RAFFO;112;54;1;1;15.51;
18066;CISAPRIDE RAFFO;RAFFO;112;54;1;1;27.25;
19138;REGALISA;FINADIET;112;54;1;1;5.90;
19152;REGALISA;FINADIET;112;54;1;1;11.01;
1608;MUCOFLUX;ROCHE;118;54;1;1;7.43;
12820;HALOPIDOL;JANSSEN-CILAG;119;54;1;1;24.56;
15545;LIMERIX;IVAX ARG.;119;54;1;1;21.05;
15546;LIMERIX;IVAX ARG.;119;54;1;1;39.04;
15978;ALFUZOL;CRAVERI;131;54;1;1;20.05;
1245;BERCO;LABORATORIOS BER;138;54;1;1;4.95;
1250;BERCO B;LABORATORIOS BER;138;54;1;1;4.55;
10436;SURVY CALCIO MAGNESIO;ELVETIUM;156;54;1;1;14.76;
10571;LEVADURA DE CERVEZA;NATUFARMA;156;54;1;1;2.30;
12845;JALEA REAL LIOFILIZADA;NATUFARMA;156;54;1;1;16.70;
14933;PROVIGOR;LASIFARMA;156;54;1;1;12.98;
14934;PROVIGOR;LASIFARMA;156;54;1;1;12.98;
17235;TRIPICOLINATO COMPUESTO ECOPHARMA;ECOPHARMA;160;54;1;1;37.00;
17230;GINKGO BILOBA COMPUESTO ECOPHARMA;ECOPHARMA;166;54;1;1;39.00;
14093;CARISMASE;IVAX ARG.;173;54;1;1;35.09;
14673;NICETILE;ROCHE;173;54;1;1;35.09;
10020;ENALAPRILO GRAMON;GRAMÓN;180;54;1;1;5.08;
10021;ENALAPRILO GRAMON;GRAMÓN;180;54;1;1;7.62;
14801;MIDOTENS;BOEHRINGER INGEL;180;54;1;1;13.74;
14802;MIDOTENS;BOEHRINGER INGEL;180;54;1;1;24.30;
1658;CATAPRESAN COMPOSITUM;BOEHRINGER INGEL;180;54;1;1;7.12;
16580;TEXUPRAL;BRISTOL;180;54;1;1;42.00;
19868;COROPRES;ROEMMERS;180;54;1;1;30.32;
19869;COROPRES;ROEMMERS;180;54;1;1;51.93;
17315;PEFLACINA;RHONE POULENC;181;54;1;1;36.00;
12111;SEREPROSTAT;MONTPELLIER;184;54;1;1;26.09;
12913;AKENEX;TEMIS-LOSTALÓ;185;54;1;1;28.83;
13742;AURORIX;ROCHE;185;54;1;1;39.83;
14320;DIPEZONA 2;OMEGA;187;54;1;1;2.82;
18801;LIBRAX;ROCHE;187;54;1;1;11.40;
10212;CARDIOPAC;CASASCO;197;54;1;1;4.71;
10213;CARDIOPAC;CASASCO;197;54;1;1;6.00;
13064;ISMO RETARD;ROCHE;197;54;1;1;10.20;
17857;MELATONINA COMPUESTA ECOPHARMA;ECOPHARMA;212;54;1;1;26.00;
10489;MANSAC;IVAX ARG.;227;54;1;1;16.05;
12847;NATULAX;NATUFARMA;227;54;1;1;2.93;
16698;LISAC;LABORATORIOS BER;229;54;1;1;20.57;
16377;DDI FILAXIS;FILAXIS;232;54;1;1;38.44;
16378;DDI FILAXIS;FILAXIS;232;54;1;1;71.97;
13811;CARDIABLOK;DROMICAP;238;54;1;1;5.17;
13812;CARDIABLOK;DROMICAP;238;54;1;1;10.07;
11048;E.T.ENERGIA TOTAL;LANDÓ;239;54;1;1;34.87;
1699;GRALABEN;BOUZEN;243;54;1;1;13.25;
16250;STOP HUNGRY;ISA;246;54;1;1;33.90;
17233;BIXINIA AE ECOPHARMA;ECOPHARMA;250;54;1;1;27.00;
17239;YOHIMBE COMPUESTO ECOPHARMA;ECOPHARMA;255;54;1;1;49.00;
20461;RAFFO LAIS;RAFFO;266;54;1;1;63.20;
13124;ANTIKATARATA ORAL;CIBA VISION;267;54;1;1;38.96;
10572;LUPINES;NATUFARMA;283;54;1;1;2.93;
12477;NIFTOLIDE;CASSARÁ;314;54;1;1;22.81;
1303;ANANDRON;SANOFI-AVENTIS;314;54;1;1;157.25;
19313;CIPROTERONA MICROSULES;MICROSULES ARG.;314;54;1;1;40.95;
19314;CIPROTERONA MICROSULES;MICROSULES ARG.;314;54;1;1;120.41;
13389;HIERRO TECNONAT;TECNONAT;321;54;1;1;8.90;
20025;MAGNEALET;ELVETIUM ALET;321;54;1;1;17.89;
16223;MINODIAB;PFIZER;328;54;1;1;32.42;
11122;BILETAN B12;GADOR;340;54;1;1;13.15;
11123;BILETAN B12 FORTE;GADOR;340;54;1;1;15.95;
10568;GUARANA EXTRA;NATUFARMA;346;54;1;1;5.32;
11765;REDICRES;YORK;346;54;1;1;22.72;
12118;PRAGAN;YORK;346;54;1;1;26.32;
12693;BETACAROTENO;GARDEN HOUSE;346;54;1;1;11.67;
13565;POLEN C.R.;NATUFARMA;346;54;1;1;4.46;
13669;ZUI-ZEE CALCIO;ANZON;346;54;1;1;7.17;
13670;ZUI-ZEE MAGNESIO;ANZON;346;54;1;1;7.82;
13671;ZUI-ZEE MAGNESIO+C;ANZON;346;54;1;1;7.99;
13672;ZUI-ZEE MULTIVITAMINAS+MINERALES;ANZON;346;54;1;1;11.41;
13673;ZUI-ZEE VITAMINA C;ANZON;346;54;1;1;6.88;
14138;ACIDOPHILUS CON PECTINA;IMPOVIT;346;54;1;1;21.30;
14141;PRENATAL;IMPOVIT;346;54;1;1;25.00;
14677;FIBRAS TECNONAT;TECNONAT;346;54;1;1;17.90;
15399;DRINKERS;VITANATURAL;346;54;1;1;35.00;
15400;NUTRA NAILS;VITANATURAL;346;54;1;1;31.00;
16567;NATUVIT FIBRA MASTICABLE;GOBBI;346;54;1;1;26.32;
17908;UÑA DE GATO;IMPOVIT;346;54;1;1;45.00;
18266;NATURAMA;H.MÉDICA ARGENTI;346;54;1;1;15.48;
18267;NATURAMA;H.MÉDICA ARGENTI;346;54;1;1;15.48;
15396;NUTRI HAIR;VITANATURAL;367;54;1;1;21.00;
16010;AMBRA OLIGOPLEX;DR.MADAUS;372;54;1;1;12.40;
16070;ACONITUM NAPELIUS SELVA;DR.MADAUS;372;54;1;1;7.98;
10574;VALERIANA;NATUFARMA;379;54;1;1;2.93;
14238;TRANCOFEM;LACEFA;396;54;1;1;2.72;
12966;LAMICTAL;GLAXOSMITHKLINE;406;54;1;1;50.42;
12967;LAMICTAL;GLAXOSMITHKLINE;406;54;1;1;82.62;
13183;LAMICTAL;GLAXOSMITHKLINE;406;54;1;1;33.09;
14711;DINAVIT;RAFFO;426;54;1;1;18.60;
15398;CHILDREN'S CHEWABLES;VITANATURAL;426;54;1;1;13.00;
10242;RHODINE;RHONE POULENC;433;54;1;1;8.49;
11635;NODOL;KLONAL;433;54;1;1;3.80;
11952;CLINADOL;GADOR;433;54;1;1;7.55;
1256;DISIPAN;LABORATORIOS BER;433;54;1;1;6.09;
13153;DELTAFENAC AP;DELTA FARMA;433;54;1;1;25.59;
13717;DOLGESIC;RONTAG;433;54;1;1;13.72;
13779;KETOROLAC FABRA;FABRA;433;54;1;1;8.80;
14274;DIROX O;GRAMÓN;433;54;1;1;12.31;
15472;NOVOYICAN;NEWARK;433;54;1;1;19.80;
15640;RHODINE;RHONE POULENC;433;54;1;1;24.39;
15821;KETOROLAC FABRA;FABRA;433;54;1;1;12.40;
16549;DELTAFENAC;DELTA FARMA;433;54;1;1;8.50;
19110;EVENTO;LABORATORIOS BER;433;54;1;1;14.81;
1967;LIXAMINOL;CASASCO;433;54;1;1;7.98;
20001;PARACETAMOL RAFFO V.L.;RAFFO;433;54;1;1;4.49;
17306;EUDORM;RONTAG;452;54;1;1;17.95;
17937;SPIRULINA DIET;NUCLEOSAN;462;54;1;1;24.00;
17938;SPIRULINA MICROSOL;NUCLEOSAN;462;54;1;1;19.00;
11183;NATUVIT ANTIOXIDANTE;GOBBI;463;54;1;1;34.63;
15234;VITAGENOL ANTIOXIDANTE;BOEHRINGER INGEL;463;54;1;1;24.56;
16405;NATUBROWN'S PLUS;NATUFARMA;463;54;1;1;9.80;
17098;NATUVIT ANTIOXIDANTE;GOBBI;463;54;1;1;19.29;
17099;NATUVIT ANTIOXIDANTE PLUS;GOBBI;463;54;1;1;19.29;
18208;ANTIOXIDANTE ECOPHARMA;ECOPHARMA;463;54;1;1;19.50;
10616;BENERVA;ROCHE;483;54;1;1;8.24;
10806;RISORDAN;ELVETIUM ALET;483;54;1;1;14.63;
13747;REDOXON;ROCHE;483;54;1;1;5.55;
13959;REDOXON;ROCHE;483;54;1;1;15.70;
14678;VITAMINA B;TECNONAT;483;54;1;1;8.90;
17734;CALCITROL D3;BETA;483;54;1;1;11.84;
19851;WILPAN VIT EFERVESCENTE;LABORATORIOS BER;483;54;1;1;8.70;
19852;WILPAN VIT EFERVESCENTE;LABORATORIOS BER;483;54;1;1;8.70;
13256;TONITENSIL;LBA FARMA;515;54;1;1;6.79;
14089;COROXYGEN;IVAX ARG.;515;54;1;1;16.49;
19637;POSICOR;ROCHE;515;54;1;1;30.32;
19639;POSICOR;ROCHE;515;54;1;1;51.93;
19870;AMBISAN;VOLPINO;515;54;1;1;26.00;
19871;AMBISAN;VOLPINO;515;54;1;1;47.00;
1174;ADIRO 500;BAYER;517;54;1;1;3.81;
1534;DIPIRONA DRAWER;DRAWER;517;54;1;1;3.55;
12750;DANDROSOL;IVAX ARG.;523;54;1;1;10.35;
12752;DANDROSOL;IVAX ARG.;523;54;1;1;19.47;
19378;NOBACTAM BRONQUIAL;MICROSULES ARG.;524;54;1;1;10.50;
16320;ANTIESPASMODICO ORIENTAL;ORIENTAL;543;54;1;1;7.02;
200;BIORGAN GERIATRICO;ELVETIUM ALET;545;54;1;1;34.26;
15980;CETIPRIN NOVUM;CRAVERI;548;54;1;1;14.04;
20462;CETIPRIN;PFIZER;548;54;1;1;8.09;
20225;JACARAN;CRAVERI;566;54;1;1;46.50;
10779;HIVID;ROCHE;600;54;1;1;243.71;
19934;VAREX;QUESADA;618;54;1;1;39.50;
1609;MUCOFLUX TS;ROCHE;651;54;1;1;7.19;
10566;AJO;NATUFARMA;659;54;1;1;2.93;
17237;ALLICINA COMPUESTA ECOPHARMA;ECOPHARMA;659;54;1;1;13.00;
17457;KYOLIC SUPER Fº100;PRÍMULA;659;54;1;1;27.00;
14032;FRENOTOS PLUS;COLUMBIA;678;54;1;1;12.28;
18252;DINAMIL;GRAMÓN;683;54;1;1;31.90;
10227;YUDINOL;CASASCO;726;54;1;1;3.56;
10229;YUDINOL;CASASCO;726;54;1;1;11.01;
19229;MICAR B12;FINADIET;745;54;1;1;18.70;
11906;PYAM;PYAM;759;54;1;1;2.50;
11909;PYAM;PYAM;759;54;1;1;8.50;
19279;LIPOCAMBI;LABORATORIOS BER;999;54;1;1;23.50;
19363;MICROTEROL;MICROSULES ARG.;999;54;1;1;4.21;
20421;TUAMITAN 75;FABRA;999;54;1;1;10.00;
19180;FINASEPT;FINADIET;4;54;2;1;55.65;
1005;NOVONASTIZOL;BAGÓ;27;54;2;1;15.32;
19208;LOPERAMIDA FINADIET;FINADIET;38;54;2;1;22.50;
17439;DICETEL;RAFFO;42;54;2;1;16.90;
1719;SALVALERG;GLAXOSMITHKLINE;52;54;2;1;24.40;
19217;MICAR;FINADIET;53;54;2;1;3.90;
19315;CIPROTERONA MICROSULES;MICROSULES ARG.;314;54;2;1;234.86;
11823;REDICRES;YORK;346;54;2;1;41.95;
11954;CLINADOL FORTE;GADOR;433;54;2;1;14.30;
13151;DELTAFENAC;DELTA FARMA;433;54;2;1;14.56;
11907;PYAM;PYAM;759;54;2;1;5.00;
19364;MICROTEROL;MICROSULES ARG.;999;54;2;1;6.32;
10487;AUGMENTIN;IVAX ARG.;4;54;3;1;30.46;
13016;ANUAR;PFIZER;4;54;3;1;12.30;
13810;DREBIL;DROMICAP;4;54;3;1;15.38;
13826;AMOX-G;KLONAL;4;54;3;1;8.34;
13999;ESPARCIL;LAIF;4;54;3;1;10.52;
14928;OFLOXACINA;POEN;4;54;3;1;28.95;
15051;CEFALEXINA ORIENTAL;ORIENTAL;4;54;3;1;18.46;
15442;SIROTABIOTIC;MAIGAL;4;54;3;1;9.61;
15444;SIROTABIOTIC;MAIGAL;4;54;3;1;12.76;
16448;AMPICILINA ORIENTAL;ORIENTAL;4;54;3;1;10.35;
16678;HEREM;SERONO;4;54;3;1;95.01;
11531;RUBRACAL;CRAVERI;16;54;3;1;8.83;
1697;ESTIROL;BOUZEN;23;54;3;1;11.90;
15273;FACTOR AG MASTICABLE;CASASCO;24;54;3;1;18.77;
18071;SIMETICONA RAFFO;RAFFO;24;54;3;1;17.72;
13814;T.S.R.;DROMICAP;29;54;3;1;16.46;
11738;NEFOBEN;IVAX ARG.;31;54;3;1;27.25;
13156;DELTATERIL;DELTA FARMA;37;54;3;1;24.54;
13149;CARBON 0.5 ORIENTAL;ORIENTAL;38;54;3;1;52.28;
19209;LOPERAMIDA FINADIET;FINADIET;38;54;3;1;56.01;
10428;ALGIOPRUX;FADA PHARMA;53;54;3;1;17.29;
10430;ALGIOPRUX;FADA PHARMA;53;54;3;1;10.66;
15402;MIGRATRIPTAN;CRAVERI;56;54;3;1;25.32;
18572;SINEMET 250/25;SIDUS;59;54;3;1;43.90;
17982;RANITIDINA CBA;CÓRDOBA;66;54;3;1;16.20;
17985;RANITIDINA CBA;CÓRDOBA;66;54;3;1;29.10;
19952;RANITIDI G.N.O.;ARION;66;54;3;1;15.00;
15183;FACTOREX;CASASCO;72;54;3;1;24.48;
16621;RIDERSWEET;RIDER;86;54;3;1;11.20;
18065;CISAPRIDE RAFFO;RAFFO;112;54;3;1;27.91;
18067;CISAPRIDE RAFFO;RAFFO;112;54;3;1;49.04;
17353;AMPLIACTIL;RHONE POULENC;119;54;3;1;23.14;
17356;NEULEPTIL;RHONE POULENC;119;54;3;1;27.93;
17358;NOZINAN;RHONE POULENC;119;54;3;1;14.37;
17359;NOZINAN;RHONE POULENC;119;54;3;1;33.51;
15979;ALFUZOL;CRAVERI;131;54;3;1;50.83;
10517;BACTRIM;ROCHE;138;54;3;1;11.22;
10518;BACTRIM FUERTE;ROCHE;138;54;3;1;11.22;
10437;SURVY CALCIO MAGNESIO;ELVETIUM;156;54;3;1;36.00;
14908;NICETILE;ROCHE;173;54;3;1;65.80;
12914;AKENEX;TEMIS-LOSTALÓ;185;54;3;1;43.42;
14449;AURORIX;ROCHE;185;54;3;1;87.64;
17549;SURMONTIL;RHONE POULENC;185;54;3;1;33.34;
16699;LISAC;LABORATORIOS BER;229;54;3;1;34.98;
13563;LUPINES;NATUFARMA;283;54;3;1;5.26;
1914;BIGETRIC;CASASCO;293;54;3;1;9.76;
16373;GLUCOBAY;BAYER;299;54;3;1;27.32;
1305;ANANDRON;SANOFI-AVENTIS;314;54;3;1;267.32;
17025;BI-EUGLUCON;ROCHE;328;54;3;1;21.40;
11824;REDICRES;YORK;346;54;3;1;80.44;
17816;NUTRISENCIAL MULTI FOR WOMEN;ROCHE;346;54;3;1;19.90;
17823;NUTRISENCIAL MULTI FOR MEN;ROCHE;346;54;3;1;19.90;
17824;NUTRISENCIAL MULTI FOR POST MENOPAUSE;ROCHE;346;54;3;1;19.90;
17826;NUTRISENCIAL MULTI FOR MENOPAUSE;ROCHE;346;54;3;1;19.90;
17827;NUTRISENCIAL MULTI FOR MEN 50+;ROCHE;346;54;3;1;19.90;
17357;NIVAQUINE;RHONE POULENC;418;54;3;1;33.83;
10554;AULIN;GRÜNENTHAL;433;54;3;1;14.00;
11636;NODOL;KLONAL;433;54;3;1;3.82;
1257;DISIPAN;LABORATORIOS BER;433;54;3;1;9.56;
13152;DELTAFENAC;DELTA FARMA;433;54;3;1;20.84;
13718;DOLGESIC;RONTAG;433;54;3;1;25.24;
19111;EVENTO;LABORATORIOS BER;433;54;3;1;29.60;
